Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
FCFI4UP5,journalArticle,2016,"Duarte, Henrique O.; Freitas, Daniela; Gomes, Catarina; Gomes, Joana; Magalhaes, Ana; Reis, Celso A.",Mucin-Type O-Glycosylation in Gastric Carcinogenesis,BIOMOLECULES,,2218-273X,10.3390/biom6030033,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000382578800005,"Mucin-type O-glycosylation plays a crucial role in several physiological and pathological processes of the gastric tissue. Modifications in enzymes responsible for key glycosylation steps and the consequent abnormal biosynthesis and expression of their glycan products constitute well-established molecular hallmarks of disease state. This review addresses the major role played by mucins and associated O-glycan structures in Helicobacter pylori adhesion to the gastric mucosa and the subsequent establishment of a chronic infection, with concomitant drastic alterations of the gastric epithelium glycophenotype. Furthermore, alterations of mucin expression pattern and glycan signatures occurring in preneoplastic lesions and in gastric carcinoma are also described, as well as their impact throughout the gastric carcinogenesis cascade and in cancer progression. Altogether, mucin-type O-glycosylation alterations may represent promising biomarkers with potential screening and prognostic applications, as well as predictors of cancer patients' response to therapy.",Sep-16,2025/4/23 17:57,2025/4/23 20:11,,33,,3,6,,Biomolecules,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 19 Place: Basel Publisher: MDPI Web of Science ID: WOS:000382578800005,,,,gastric cancer; INTESTINAL METAPLASIA; Helicobacter pylori; C-MET; CLINICAL-SIGNIFICANCE; ALPHA-D-GALACTOSAMINE; CANCER CELL-LINES; glycosyltransferases; HELICOBACTER-PYLORI ADHESION; LEWIS ANTIGEN-EXPRESSION; Lewis antigens; mucins; O-glycosylation; POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE; SIALYL-TN ANTIGEN; UDP-GALNAC; 883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP3TYWJ,journalArticle,2017,#NAME?,MicroRNA-217 in plasma: a potential biomarker in gastric cancer,International Journal of Clinical and Experimental Medicine,,1940-5901,,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000396518500175,"Mounting studies indicated that aberrant circulating microRNA expression was associated to gastric cancer (GC). In the present study, we aimed to explore plasma miR-217 expression in GC patients and evaluated its diagnostic value as a promising biomarker for GC screening. The plasma samples were collected from 137 patients with GC and 145 healthy controls. Plasma miR-217 expression was determined through qRT-PCR and further correlated with patients' clinicopathological parameters and follow-up data. Receiver-operating characteristic (ROC) curve analysis was carried out to assess the diagnostic value of plasma miR-217 in GC, and COX regression analysis was performed to find independent risk factors for overall survival (OS) and disease-free survival (DFS) of GC patients. Compared with healthy controls, expression of plasma miR-217 was remarkably lower in GC patients (P<0.001). ROC curve analysis showed that the area under the curve (AUC) of plasma miR-217 was 0.893, and its specificity and sensitivity were 0.832 and 0.813 at a diagnostic threshold of 0.021. Down-regulation of plasma miR-217 was closely associated with larger tumor size (P=0.040), present distant metastasis (P=0.038), poor differentiation status (P=0.016) and advanced TNM stage (P=0.005). GC patients with low plasma miR-217 expression had relatively lower overall survival (OS) rate and disease-free survival (DFS) rate after surgery than those with high plasma miR-217 expression. Moreover, multivariate COX regression analysis demonstrated that plasma miR-217 expression was an independent risk factor for OS and DFS of GC patients. Plasma miR-217 levels were significantly down-regulated in GC patients and it could be considered as a promising non-invasive biomarker for GC.",2017,2025/4/23 19:24,2025/4/23 20:15,,,,2,10,,Int. J. Clin. Exp. Med.,,,,,,,,en,,,,,Clarivate Analytics Web of science,,"Num Pages: 3313-3320 Place: 40 WHITE OAKS LN, MADISON, WI 53711 USA Publisher: E-Century Publishing Corp Web of Science ID: WOS:000396518500175",,,,Gastric cancer; diagnosis; prognosis; noninvasive biomarker; circulating microRNA; 1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIGCAR5I,journalArticle,2016,"Tsai, Ming-Ming; Wang, Chia-Siu; Tsai, Chung-Ying; Huang, Chung-Guei; Lee, Kam-Fai; Huang, Hsiang-Wei; Lin, Yang-Hsiang; Chi, Hsiang-Cheng; Kuo, Liang-Mou; Lu, Pei-Hsuan; Lin, Kwang-Huei",Circulating microRNA-196a/b are novel biomarkers associated with metastatic gastric cancer,EUROPEAN JOURNAL OF CANCER,,"0959-8049, 1879-0852",10.1016/j.ejca.2016.05.007,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000380750800017,"miR-196a and/or miR-196b, involved in cancer initiation and progression, are frequently upregulated in tumour tissues. However, the clinical significance of these microRNAs in gastric cancer (GC) remains to be clarified. In the current study, we investigated the potential utility of circulating miR-196a/b as novel biomarkers for early detection and/or metastatic prognosis of GC. The quantitative real time-polymerase chain reaction data revealed markedly higher pre-operative circulating miR-196a and miR-196b levels in GC patients than healthy controls. Receiver-operating characteristics curve analysis showed that circulating miR-196a, miR-196b and combined miR-196a and miR-196b (miR-196a/b) are more effective than carcinoembryonic antigen or carbohydrate antigen 19-9 alone in distinguishing GC patients from healthy controls, with higher sensitivity and specificity. Circulating miR-196a exhibited higher diagnostic capacity than combined miR-196a/b or miR-196b alone, highlighting its potential as an effective plasma biomarker for GC. In clinicopathological analysis, elevated circulating miR-196a/b levels were highly correlated with metastatic potential or more advanced stages of disease and poorer survival. In addition, the expression levels of circulating miR-196a/b were reduced after surgical resection in GC patients. Taken together, we propose that circulating miR-196a/b serve as a more sensitive and specific novel biomarker than carbohydrate antigen 19-9 for GC monitor, diagnosis and prognosis. (C) 2016 Elsevier Ltd. All rights reserved.",Sep-16,2025/4/23 17:57,2025/4/23 20:11,,137-148,,,64,,Eur. J. Cancer,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 12 Place: Oxford Publisher: Elsevier Sci Ltd Web of Science ID: WOS:000380750800017,,,,Gastric cancer; PLASMA; IDENTIFICATION; EXPRESSION; IMPACT; Diagnosis; Prognosis; PROLIFERATION; QUANTIFICATION; ROLES; CELL LUNG-CANCER; DYSREGULATION; Metastasis; RT-PCR; Circulating miRNA-196a/b; 889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38P2I9FX,journalArticle,2017,"Yu, Wei-Wei; Jiang, Hong; Zhang, Cun-Tai; Peng, Yang","The SNAIL/miR-128 axis regulated growth, invasion, metastasis, and epithelial-to-mesenchymal transition of gastric cancer",ONCOTARGET,,1949-2553,10.18632/oncotarget.16849,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000403311900102,"miR-128 is expressed in various tumors, but its expression and function in gastric cancer have not been defined. Thus, the goal of this study was to characterize miR-128 in gastric cancer. We found first that miR-128 is down-regulated in gastric cancer cell lines and tissues, and this dysregulation is correlated with DNA methylation and the transcription factor SNAIL. Using prediction tools, western blotting, and luciferase reporter assays, we found that Bmi-1 was the direct target of miR-128. Additionally, overexpression of miR-128 inhibited gastric cancer cell migration, invasion, and proliferation by targeting Bmi-1 in vitro and in vivo. We also documented, with receiver operating characteristic curves and Kaplan-Meier survival analysis, that miR-128 and Bmi-1 may be useful markers for diagnosing and estimating the prognosis of gastric cancer patients. As the epithelial-to-mesenchymal transition is an important mechanism associated with cancer invasion and metastasis, we inferred that miR-128 could regulate this mechanism in gastric cancer. In fact, we found that miR-128 could reverse epithelial-to-mesenchymal transition induced by Bmi-1 via the PI3K/AKT pathway. Because SNAIL also acts as a mesenchymal marker, our findings identified a novel positive feedback loop in which the transcription factor SNAIL curbs the expression of miR-128, and then down-regulated miR-128 promotes the expression of Bmi-1; finally, overexpression of Bmi-1 drives the epithelial-to-mesenchymal transition process via the PI3K/AKT pathway, and the expression of SNAIL is up-regulated.",2017/6/13,2025/4/23 17:57,2025/4/23 20:10,,39280-39295,,24,8,,Oncotarget,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 16 Place: Orchard Park Publisher: Impact Journals Llc Web of Science ID: WOS:000403311900102,,,,gastric cancer; BREAST-CANCER; OVEREXPRESSION; PROSTATE-CANCER; PROLIFERATION; DNA methylation; CELL LUNG-CANCER; SNAIL; BMI-1 ONCOPROTEIN; EPIGENETIC REGULATION; MICRORNA-128; miR-128; POLYCOMB-GROUP PROTEINS; transcription factor; 828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93B9YLWI,journalArticle,2022,"Kirchweger, Patrick; Wundsam, Helwig Valentin; Rumpold, Holger","Circulating tumor DNA for diagnosis, prognosis and treatment of gastrointestinal malignancies",WORLD JOURNAL OF CLINICAL ONCOLOGY,,2218-4333,10.5306/wjco.v13.i6.473,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000840767800004,"Minimally invasive detection of circulating tumor DNA (ctDNA) in peripheral blood or other body fluids of patients with gastrointestinal malignancies via liquid biopsy has emerged as a promising biomarker. This is urgently needed, as conventional imaging and plasma protein-derived biomarkers lack sensitivity and specificity in prognosis, early detection of relapse or treatment monitoring. This review summarizes the potential role of liquid biopsy in diagnosis, prognosis and treatment monitoring of gastrointestinal malignancies, including upper gastrointestinal, liver, bile duct, pancreatic and colorectal cancer. CtDNA can now be part of the clinical routine as a promising, highly sensitive and specific biomarker with a broad range of applicability. Liquid-biopsy based postoperative relapse prediction could lead to improved survival by intensification of adjuvant treatment in patients identified to be at risk of early recurrence. Moreover, ctDNA allows monitoring of antineoplastic treatment success, with identification of potentially developed resistance or therapeutic targets during the course of treatment. It may also assist in early change of chemotherapy in metastatic gastrointestinal malignancies prior to imaging findings of relapse. Nevertheless, clinical utility is dependent on the tumor's entity and burden.",2022/6/24,2025/4/23 17:57,2025/4/23 19:56,,473-484,,6,13,,World J. Clin. Oncol.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 12 Place: Pleasanton Publisher: Baishideng Publishing Group Inc Web of Science ID: WOS:000840767800004,,,,Gastric cancer; FOLLOW-UP; MARKER; Liquid biopsy; MANAGEMENT; Esophageal cancer; CELL-FREE DNA; Circulating tumor DNA; EVOLUTION; MUTATIONS; Colorectal cancer; Pancreatic cancer; HETEROGENEITY; Bile duct cancer; CANCER AMERICAN SOCIETY; Cell-free tumor DNA; CLINICAL ONCOLOGY; Gastrointestinal cancer; Liver cancer; POTENTIAL ROLE; 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVQ2CHH3,journalArticle,2019,"Polom, Karol; Das, Kakoli; Marrelli, Daniele; Roviello, Giandomenico; Pascale, Valeria; Voglino, Costantino; Rho, Henry; Tan, Patrick; Roviello, Franco",KRAS Mutation in Gastric Cancer and Prognostication Associated with Microsatellite Instability Status,PATHOLOGY & ONCOLOGY RESEARCH,,"1219-4956, 1532-2807",10.1007/s12253-017-0348-6,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000456915500038,"Microsatellite instability (MSI) is one of the subgroups based on the new molecular classification of gastric cancer (GC). In this study, we analyzed the role of KRAS status in MSI GC and the impact of MSI status on KRAS mutation. We performed analysis on 595 GC patients. Polymerase chain reaction (PCR) was used for the screening of KRAS mutation (exon 2) and 5 quasi-monomorphic mononucleotide repeats, namely, BAT-26, BAT-25, NR -24, NR-21, and NR-27 were used to determine the MSI status. The KRAS and MSI status were then compared with clinicopathologic data of the GC patients. MSI GC was found in 20.3% of all cases. KRAS mutation was seen in 24 patients; 18 were MSI (75%) and 6 were microsatellite stable (MSS) (25%). MSI GC patients with KRAS mutation were older and mostly female, but MSS presented more advanced T and N stage of the disease, more cardia tumors, and adjuvant treatment. Five-year survival was 72.2% for KRAS mutation patients with MSI and 0% for MSS (p < 0.001). Although KRAS mutations in GC are linked with MSI in the majority of cases, KRAS mutations with MSS status presented with a poor prognosis and a worse outcome. In multivariate analysis, MSI was associated with better survival (p < 0.001) but KRAS was with worse survival (p = 0.304). Our study suggests that KRAS mutations are based on MSI status rather than different codon subtypes of mutation, and such a division could be used to determine the GC patient outcome.",Jan-19,2025/4/23 17:57,2025/4/23 20:06,,333-340,,1,25,,Pathol. Oncol. Res.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 8 Place: Dordrecht Publisher: Springer Web of Science ID: WOS:000456915500038,,,,Prognosis; PROGNOSIS; TUMORS; COLON; Stomach cancer; MSI; BRAF MUTATIONS; KRAS mutation; Mismatch repair deficiency; Molecular; STAGE-II; WEST; 713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITF4PSS,journalArticle,2013,"Yu, Xing; Luo, Lin; Wu, Yibo; Yu, Xiuchong; Liu, Yang; Yu, Xuelin; Zhao, Xiaoyan; Zhang, Xinjun; Cui, Long; Ye, Guoliang; Le, Yanping; Guo, Junming",Gastric juice miR-129 as a potential biomarker for screening gastric cancer,MEDICAL ONCOLOGY,,"1357-0560, 1559-131X",10.1007/s12032-012-0365-y,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000316800800044,"MicroRNAs (miRNAs) play crucial roles during the occurrence and development of gastric cancer. Conventional serological tests for screening gastric cancer have limits on sensitivity and specificity. Several miRNAs in peripheral blood have been used as biomarkers of gastric cancer. However, most of these miRNAs are shared by several types of cancer. Thanks to the tissue specificity of gastric juice, here we examined the feasibility of using gastric juice miR-129-1/2, which are aberrantly expressed in gastric cancer, to screen gastric cancer. Total of 141 gastric juices samples from gastric cancer, gastric ulcer, atrophic gastritis, and minimal gastritis patients or subjects with normal mucosa were collected by gastroscopy. The gastric juice miR-129-1/2 levels were detected by quantitative reverse transcription-polymerase chain reaction. A receiver operating characteristic (ROC) curve was constructed for differentiating patients with gastric cancer from patients with benign gastric diseases. We showed that, compared with patients with benign gastric diseases, patients with gastric cancer had significantly lower levels of gastric juice miR-129-1-3p and miR-129-2-3p. The areas under ROC curve (AUC) were 0.639 and 0.651 for miR-129-1-3p and miR-129-2-3p, respectively. Using the parallel combination test, the AUC was up to 0.656. In summary, our results suggest that gastric juice miR-129-1-3p and miR-129-2-3p are potential biomarkers for the screening gastric cancer, and the detection of gastric juice miRNAs is a convenient non-invasion method for the diagnosis of gastric cancer.",Mar-13,2025/4/23 17:57,2025/4/23 20:17,,365,,1,30,,Med. Oncol.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 6 Place: Totowa Publisher: Humana Press Inc Web of Science ID: WOS:000316800800044,,,,Gastric cancer; MICRORNAS; MIR-21; EXPRESSION; CIRCULATING TUMOR-CELLS; CARCINOMA; Tumor markers; PROLIFERATION; Gastric juice; MicroRNAs; miR-129-1/2; 1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3W2EQN4,journalArticle,2013,"Cui, Long; Zhang, Xinjun; Ye, Guoliang; Zheng, Tuo; Song, Haojun; Deng, Hongxia; Xiao, Bingxiu; Xia, Tian; Yu, Xiuchong; Le, Yanping; Guo, Junming",Gastric Juice MicroRNAs as Potential Biomarkers for the Screening of Gastric Cancer,CANCER,,"0008-543X, 1097-0142",10.1002/cncr.27903,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000318115000004,"MicroRNAs (miRNAs) play a crucial role in carcinogenesis; however, it largely remains unclear whether miRNAs in gastric juice, which is specific for gastric tissues, can be used as biomarkers for gastric cancer. The objective of the current study was to investigate the feasibility of using gastric juice miRNAs as potential biomarkers to assist in screening for gastric cancer. METHODS: Gastric juice samples were collected from 141 patients who underwent upper gastrointestinal endoscopy examination between September 2010 and December 2011. Gastric cancer and adjacent normal biopsy specimens also were collected. The existence and stability of miRNAs in gastric juices were determined by real-time reverse transcriptase-quantitative polymerase chain reaction (RT-qPCR) and sequencing. miRNA levels in tissues and gastric juices were detected by RT-qPCR. A receiver operating characteristic (ROC) curve was constructed for differentiating gastric cancer from benign gastric diseases. RESULTS: Levels of miRNA-21 (miR-21) and miR-106a in gastric cancer tissues were significantly higher compared with the levels in adjacent tissues (P = .006 and P = .001, respectively). Patients who had gastric cancer had significantly different levels of gastric juice miR-21 and miR-106a compared with patients who had benign gastric diseases (both P < .001). There were significant correlations between miR-21/miR-106a levels and Borrmann types. miR-21 levels in intestinal type gastric cancer specimens were higher than that in diffuse (P = .003) or mixed (P < .001) gastric cancer types. The area under the ROC curve was up to 0.969 for miR-21 and 0.871 for miR-106a. CONCLUSIONS: The current results indicated that certain miRNAs in gastric juice are potential biomarkers that can assist in screening for gastric cancer. Cancer 2013; 119: 1618-26. (C) 2013 American Cancer Society.",2013/5/1,2025/4/23 17:57,2025/4/23 20:17,,1618-1626,,9,119,,Cancer,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 9 Place: Hoboken Publisher: Wiley Web of Science ID: WOS:000318115000004,,,,DIAGNOSIS; MIR-21; SERUM; EXPRESSION; CIRCULATING TUMOR-CELLS; CARCINOMA; microRNA; gastric juice; SPECTRUM; tumor marker; molecular diagnosis; IDENTIFY; MIR-421; reverse transcriptase-polymerase chain reaction; 1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZISZCGUA,journalArticle,2015,#NAME?,"Cell-free miR-27a, a potential diagnostic and prognostic biomarker for gastric cancer",Genomics & Informatics,,1598-866X,10.5808/GI.2015.13.3.70,MEDLINE:26523130,"MicroRNAs (miRNAs) have been demonstrated to play an important role in carcinogenesis. Previous studies revealed that miRNAs are present in human plasma in a remarkably stable form that is protected from endogenous RNase activity. In this study, we measured the plasma expression levels of three miRNAs (miR-21, miR-27a, and miR-155) to investigate the usefulness of miRNAs for gastric cancer detection. We initially examined plasma miRNA expression levels in a screening cohort consisting of 15 patients with gastric cancer and 15 healthy controls from Korean population, using TaqMan quantitative real-time polymerase chain reaction. We observed that the expression level of miR-27a was significantly higher in patients with gastric cancer than in healthy controls, whereas the miR-21 and miR-155a expression levels were not significantly higher in the patients with gastric cancer. Therefore, we further validated the miR-27a expression level in 73 paired gastric cancer tissues and in a validation plasma cohort from 35 patients with gastric cancer and 35 healthy controls. In both the gastric cancer tissues and the validation plasma cohort, the miR-27a expression levels were significantly higher in patients with gastric cancer. Receiver-operator characteristic (ROC) analysis of the validation cohort, revealed an area under the ROC curve value of 0.70 with 75% sensitivity and 56% specificity in discriminating gastric cancer. Thus, the miR-27a expression level in plasma could be a useful biomarker for the diagnosis and/or prognosis of gastric cancer.",2015,2025/4/23 19:24,2025/4/23 20:15,,,,3,13,,Genom. Inform.,,,,,,,,en,,,,,Clarivate Analytics Web of science,,Place: Korea (South) Web of Science ID: MEDLINE:26523130,,,,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMFR68PP,journalArticle,2015,"Cheng, Guofeng","Circulating miRNAs: Roles in cancer diagnosis, prognosis and therapy",ADVANCED DRUG DELIVERY REVIEWS,,"0169-409X, 1872-8294",10.1016/j.addr.2014.09.001,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000348621600007,"MicroRNAs (miRNAs) belong to a class of small non-coding RNAs that regulate numerous biological processes by targeting a broad set of messenger RNAs. Recently, miRNAs have been detected in remarkably stable forms in many types of body fluids. A comparison between cancer patients and healthy individuals has clearly shown that certain types of circulating miRNAs are associated with cancer initiation and progression. Research on miRNA-based biomarkers has witnessed phenomenal growth, owing to the non-invasive nature of miRNA-based screening assays and their sensitivity and specificity in detecting cancers. Consequently, a considerable effort has been devoted to identify suitable miRNAs for cancer diagnosis and also decode the information carried by circulating miRNAs. This review highlights the current studies that focus on the identification of circulating miRNA-based diagnostic and prognostic markers, for the most prevalent types of cancer. Additionally, the review also provides an insight into the putative functions of miRNAs, and attempts to delineate the mechanisms through which they are released into the bloodstream. Moreover, methodologies and strategies for identification of circulating miRNAs in cancers are summarized. Finally, potential strategies for circulating miRNA-based cancer therapies are proposed. (C) 2014 Elsevier B.V. All rights reserved.",Jan-15,2025/4/23 17:57,2025/4/23 20:15,,75-93,,,81,,Adv. Drug Deliv. Rev.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 19 Place: Amsterdam Publisher: Elsevier Web of Science ID: WOS:000348621600007,,,,Prognosis; COLORECTAL-CANCER; BREAST-CANCER; PROSTATE-CANCER; Biomarkers; HEPATOCELLULAR-CARCINOMA; POTENTIAL BIOMARKERS; LUNG-CANCER; NUCLEAR EXPORT; MICRORNA EXPRESSION PROFILE; Circulating miRNAs; PLASMA MICRORNA; BLOOD-BASED MARKERS; Cancer diagnosis; Cancer therapy; 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKRY8QK9,journalArticle,2023,"Far, Bahareh Farasati; Vakili, Kimia; Fathi, Mobina; Yaghoobpoor, Shirin; Bhia, Mohammed; Naimi-Jamal, M. Reza","The role of microRNA-21 (miR-21) in pathogenesis, diagnosis, and prognosis of gastrointestinal cancers: A review",LIFE SCIENCES,,"0024-3205, 1879-0631",10.1016/j.lfs.2022.121340,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000963136700001,"MicroRNAs (miRNAs) are small non-coding RNAs regulating the expression of several target genes. miRNAs play a significant role in cancer biology, as they can downregulate their corresponding target genes by impeding the translation of mRNA (at the mRNA level) as well as degrading mRNAs by binding to the 3 '-untranslated (UTR) regions (at the protein level). miRNAs may be employed as cancer biomarkers. Therefore, miRNAs are widely investigated for early detection of cancers which can lead to improved survival rates and quality of life. This is particularly important in the case of gastrointestinal cancers, where early detection of the disease could substantially impact patients' survival. MicroRNA-21 (miR-21 or miRNA-21) is one of the most frequently researched miRNAs, where it is involved in the pathophysiology of cancer and the downregulation of several tumor suppressor genes. In gastrointestinal cancers, miR-21 regulates phosphatase and tensin homolog (PTEN), programmed cell death 4 (PDCD4), mothers against decapentaplegic homolog 7 (SMAD7), phosphatidylinositol 3-kinase /protein kinase B (PI3K/AKT), matrix metalloproteinases (MMPs), beta-catenin, tropomyosin 1, maspin, and ras homolog gene family member B (RHOB). In this review, we investigate the functions of miR-21 in pathogenesis and its applications as a diagnostic and prognostic cancer biomarker in four different gastrointestinal cancers, including colorectal cancer (CRC), pancreatic cancer (PC), gastric cancer (GC), and esophageal cancer (EC).",2023/3/1,2025/4/23 17:57,2025/4/23 19:54,,121340,,121340,316,,Life Sci.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 13 Place: Oxford Publisher: Pergamon-Elsevier Science Ltd Web of Science ID: WOS:000963136700001,,,,Gastric cancer; GASTRIC-CANCER; Diagnostic biomarker; Esophageal cancer; PANCREATIC DUCTAL ADENOCARCINOMA; STEM-CELLS; PROMOTES CELL-PROLIFERATION; ESOPHAGEAL CANCER; 15-HYDROXYPROSTAGLANDIN DEHYDROGENASE; Colorectal cancer; HUMAN COLORECTAL-CANCER; II COLON-CANCER; miR-21; Pancreatic cancer; Prognostic biomarker; SIGNALING PATHWAY; TUMOR-SUPPRESSOR GENE; 249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7JQDKF2C,journalArticle,2012,"Zhang, Xinjun; Cui, Long; Ye, Guoliang; Zheng, Tuo; Song, Haojun; Xia, Tian; Yu, Xiuchong; Xiao, Bingxiu; Le, Yanping; Guo, Junming",Gastric juice microRNA-421 is a new biomarker for screening gastric cancer,TUMOR BIOLOGY,,"1010-4283, 1423-0380",10.1007/s13277-012-0497-x,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000311201500057,"MicroRNA-421 (miR-421) plays crucial roles during carcinogenesis and is a potential tumor marker in the diagnosis of several types of cancers. However, whether miR-421 in gastric juice, which is specific for gastric tissue, can be used as a biomarker for gastric cancer screening is unclear. In the present study, real-time quantitative reverse transcription-polymerase chain reaction was used to analyze miR-421 levels in gastric juice from patients with gastric cancer or benign gastric disease, or normal. A receiver operating characteristic (ROC) curve was constructed to evaluate the diagnostic values. The results showed that gastric juice levels of miR-421 in patients with gastric cancer were significantly different from those in benign gastric diseases (P < 0.001). The area under the ROC curve of miR-421 was up to 0.767 (95 % CI = 0.684-0.850). The levels of miR-421 in gastric juice from gastric patients were not significantly associated with the main clinicopathological factors such as tumor size, Lauren's classification, and Borrmann's classification. For the detection of early gastric cancer, the use of gastric juice miR-421showed a remarkable improvement compared with the use of serum carcinoembryonic antigen alone. These results indicated that gastric juice miRNAs such as miR-421 are useful biomarkers for screening gastric cancer.",Dec-12,2025/4/23 17:57,2025/4/23 20:17,,2349-2355,,6,33,,Tumor Biol.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 7 Place: London Publisher: SAGE Publications Ltd Web of Science ID: WOS:000311201500057,,,,Biomarker; Gastric cancer; EXPRESSION; CIRCULATING TUMOR-CELLS; CARCINOMA; miRNA; SPECTRUM; Gastric juice; MIR-421; FARNESOID X RECEPTOR; Molecular diagnosis; 1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
